number,incident_state,knowledge,vendor,product,country,summary
INC0025849,Closed,False,Emerald,Croc,Poland,"Incident INC0025849, categorized as medium impact and urgency with moderate priority, was opened on 4 May 2016 and involved the Emerald vendor's Croc product in Poland. The incident was resolved on 20 May 2016 and closed on 25 May 2016. The service level agreement (SLA) was not met, and no knowledge article was created."
INC0008187,Active,False,Emerald,Croc,China,"Incident INC0008187, related to the Croc product by vendor Emerald in China, was opened on 17/3/2016 at 10:03. It had a medium impact and urgency, with a moderate priority. The incident was active and met its SLA. It was resolved on 18/3/2016 at 15:15 and closed on 24/3/2016 at 19:02. No knowledge article was created."
INC0000631,New,True,Ruby,Shrimp,Morocco,"Incident INC0000631 was opened on January 3, 2016, with a medium impact and urgency, resulting in a moderate priority. The issue involved the Ruby vendor's Shrimp product in Morocco. The incident met the SLA, was resolved on March 3, 2016, and closed on March 8, 2016. It is currently in a new state, with knowledge documentation available."
INC0017055,New,False,Emerald,Turtle,United Kingdom,"Incident INC0017055, related to the product Turtle from vendor Emerald in the United Kingdom, was opened on 8/4/2016 with medium impact and urgency, assigned a moderate priority. The incident was resolved on 11/4/2016 and closed on 16/4/2016, meeting the SLA requirements. The incident is currently in a new state and does not have associated knowledge documentation."
INC0016818,Resolved,False,Emerald,Boa,Thailand,"Incident INC0016818, related to the Emerald Boa product in Thailand, was opened on 8 April 2016 and resolved by 13 October 2016. It had a medium impact and urgency, resulting in a moderate priority classification. The incident met SLA requirements and was ultimately closed on 18 October 2016."
INC0002546,Awaiting User Info,True,Sapphire,BlueTang,Vietnam,"Incident INC0002546, related to the BlueTang product from vendor Sapphire in Vietnam, was opened on 4th March 2016. It had a medium impact and urgency, resulting in a moderate priority. The incident met its SLA requirements and involved knowledge resources. It was resolved on 12th March 2016 but remained in the state ""Awaiting User Info"" before being closed on 24th March 2016."
INC0003648,Active,True,Ruby,Shrimp,Ukraine,"Incident INC0003648, related to the Ruby vendor's Shrimp product in Ukraine, was opened on July 3, 2016, at 14:42 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on March 14, 2016, at 10:08, and closed on March 24, 2016, at 18:50. The incident is currently active and has associated knowledge documentation."
INC0006607,Active,False,Sapphire,Glaucus,Colombia,"Incident INC0006607, related to the Sapphire Glaucus product in Colombia, was opened on 14/3/2016 at 11:04 with medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 15/3/2016 at 16:43, and closed on 24/3/2016 at 19:00. The incident is currently marked as active and does not have associated knowledge documentation."
INC0005876,New,False,Emerald,Croc,Ecuador,"Incident INC0005876 was opened on 11/3/2016 with a medium impact and urgency, and moderate priority. The incident involved the Emerald vendor's Croc product in Ecuador. It met the SLA requirements, was resolved on 14/3/2016, and closed on 24/3/2016. The incident state was New at the time of recording, and no associated knowledge article was created."
INC0024368,Awaiting User Info,False,Sapphire,BlueTang,Morocco,"Incident INC0024368, related to the Sapphire BlueTang product in Morocco, was opened on 29/04/2016 with medium impact and urgency, resulting in a moderate priority. The incident met its SLA and was resolved on 26/05/2016, then closed on 31/05/2016. It is currently awaiting user information."
INC0012666,Resolved,False,Emerald,Boa,New Zealand,"Incident INC0012666, related to the Emerald vendor's Boa product in New Zealand, was opened on 29/3/2016 and resolved by 4/4/2016. It was classified with medium impact and urgency, resulting in moderate priority. The incident met its SLA and was closed on 9/4/2016."
INC0001695,New,True,Ruby,Fox,Israel,"Incident INC0001695, related to the Ruby vendor's Fox product in Israel, was opened on March 3, 2016, with a medium impact and urgency, and a moderate priority. The incident was resolved on March 11, 2016, and closed on March 24, 2016. It met the SLA requirements and had knowledge documentation available. The current state is New."
INC0010501,Active,False,Ruby,Shrimp,Austria,"Incident INC0010501, related to the Ruby vendor's Shrimp product in Austria, was opened on 23 March 2016 and had a medium impact and urgency, with a moderate priority. The incident met its SLA, was resolved on 12 April 2016, and closed on 17 April 2016. The ticket remains active and does not have associated knowledge documentation."
INC0013289,Active,False,Ruby,LadyBug,Kenya,"Incident INC0013289, related to the Ruby vendor's LadyBug product in Kenya, was opened on 31/03/2016 and had medium impact and urgency with a moderate priority. The incident was active, met SLA requirements, and was resolved on 07/04/2016 before being closed on 12/04/2016."
INC0017333,Closed,False,Ruby,Shrimp,Belgium,"Incident INC0017333, related to the Ruby vendor's Shrimp product in Belgium, was opened on April 11, 2016, and closed on April 18, 2016. It had medium impact and urgency, with a moderate priority. The incident met its SLA and was resolved by April 13, 2016. Knowledge documentation was not created."
INC0013019,New,False,Ruby,LadyBug,Finland,"Incident INC0013019, with medium impact and urgency (priority 3 - Moderate), was opened on 30/3/2016 at 11:56 and resolved the same day by 15:13. The case, involving the Ruby vendor and LadyBug product in Finland, met its SLA and was closed on 4/4/2016 at 15:59. The incident is currently in a new state and has no associated knowledge base article."
INC0018616,New,False,Sapphire,BlueJay,Ireland,"Incident INC0018616 was opened on 13/4/2016 at 11:33 with a medium impact and urgency, resulting in a moderate priority. The issue involved the BlueJay product from vendor Sapphire in Ireland. The incident met its SLA, was resolved on 14/4/2016 at 09:44, and closed on 19/4/2016 at 10:07. The incident state is currently New, and no knowledge article was created."
INC0028111,New,False,Sapphire,BlueJay,United States,"Incident INC0028111 was opened on October 5, 2016, and classified with medium impact and urgency, resulting in a moderate priority. It involved the BlueJay product from the vendor Sapphire in the United States. The incident met its SLA, was resolved on December 5, 2016, and closed on December 17, 2016. The incident state is currently new, and no knowledge article is associated."
INC0016962,Active,False,Ruby,Fox,Ireland,"Incident INC0016962, related to the Ruby vendor's Fox product in Ireland, was opened on 8/4/2016 at 11:49 and had a medium impact and urgency, resulting in a moderate priority. The incident was resolved the same day at 14:52 and closed on 13/4/2016 at 14:59. The incident met the SLA but did not involve knowledge documentation. The current state is Active."
INC0001704,New,True,Emerald,Croc,Israel,"Incident INC0001704, related to the product Croc from vendor Emerald in Israel, was opened on 3/3/2016 with a medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved on 14/3/2016, and closed on 24/3/2016. The incident is currently in a new state and has associated knowledge articles."
INC0008279,Resolved,False,Ruby,Fox,Japan,"Incident INC0008279, impacting medium urgency and medium impact, was opened on 17 March 2016 and resolved by 14 April 2016. Assigned a moderate priority, the issue involved the Ruby vendor's Fox product in Japan. The incident met its SLA and was closed on 19 April 2016."
INC0022724,Closed,False,Sapphire,Peacock,Finland,"Incident INC0022724, related to the Peacock product from vendor Sapphire in Finland, was opened on 26/4/2016 at 11:20 with a medium impact and urgency, resulting in a moderate priority. The incident met the SLA and was closed on 1/5/2016 at 12:07. The incident state is closed, and no knowledge article was created."
INC0021024,New,False,Emerald,Frog,Ireland,"Incident INC0021024, related to the Emerald vendor's Frog product in Ireland, was opened on 19/04/2016 at 15:51 with a medium impact and urgency, and a moderate priority. The incident met its SLA, was resolved on 12/05/2016 at 11:39, and closed on 17/05/2016 at 12:07. The incident state is currently new, and no knowledge article was created."
INC0005979,New,False,Ruby,LadyBug,Vietnam,"Incident INC0005979, related to the LadyBug product by Ruby in Vietnam, was opened on 11/3/2016 and resolved on 14/6/2016, then closed on 19/6/2016. It had medium impact and urgency, with moderate priority. The incident met the SLA requirements and is currently in a New state. No knowledge base article was created."
INC0027525,Closed,False,Ruby,Shrimp,Peru,"Incident INC0027525, related to the Ruby vendor's Shrimp product in Peru, was a medium-impact and medium-urgency issue with moderate priority. It was opened on September 5, 2016, and resolved on May 19, 2016, but did not meet the SLA. The incident was closed on May 24, 2016. No knowledge article was created."
INC0006134,Awaiting User Info,False,Ruby,Fox,Philippines,"Incident INC0006134, related to the Ruby vendor's Fox product in the Philippines, was opened on 11/3/2016 with a medium impact and urgency, and moderate priority. The incident met the SLA, was resolved on 23/3/2016, and closed on 28/3/2016. It is currently awaiting user information and does not have an associated knowledge article."
